Namespace(barcodes='/Users/akim/Desktop/uST_barcodes_trim.tsv', directory='', dont_build_reference=True, fiveprimemismatches=1, ignore_no_match=False, ignore_space_warning=False, inputfastq='/Users/akim/Desktop/4000.fq.gz', outputprefix='local2', sbatchcompression=False, threads=2, trim_sequences=None, ultra=False)
Demultiplexing...
Demultiplexing complete! 1000 reads processed in 46.0 seconds
         144059 function calls (140604 primitive calls) in 48.213 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        3    0.000    0.000    0.000    0.000 context.py:84(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
        1    0.000    0.000    0.000    0.000 adapters.py:159(SingleMatch)
        3    0.000    0.000    0.002    0.001 __init__.py:1500(callHandlers)
        3    0.000    0.000    0.000    0.000 argparse.py:1354(add_argument_group)
       13    0.000    0.000    0.000    0.000 argparse.py:1555(_add_action)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 core.py:3124(view)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       21    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       16    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        3    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        2    0.000    0.000    0.002    0.001 threading.py:533(wait)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.004    0.004 bisect.py:1(<module>)
        3    0.000    0.000    0.003    0.001 __init__.py:1421(_log)
        5    0.000    0.000    0.001    0.000 argparse.py:2050(_match_argument)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 popen_fork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        8    0.000    0.000    0.000    0.000 enum.py:312(__getattr__)
        7    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        1    0.000    0.000    0.010    0.010 traceback.py:1(<module>)
      104    0.000    0.000    0.000    0.000 typing.py:139(__init__)
        1    0.000    0.000    0.000    0.000 shutil.py:994(disk_usage)
        1    0.000    0.000    0.000    0.000 adapters.py:18(Where)
       31    0.000    0.000    0.000    0.000 argparse.py:1282(_registry_get)
        5    0.000    0.000    0.000    0.000 argparse.py:2286(_get_value)
        8    0.000    0.000    0.000    0.000 core.py:8094(__init__)
       70    0.000    0.000    0.000    0.000 enum.py:594(name)
       18    0.000    0.000    0.000    0.000 subprocess.py:1284(<genexpr>)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:1406(makeRecord)
        1    0.000    0.000    0.002    0.002 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1585(ArgumentParser)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.001    0.001 core.py:2819(__new__)
        1    0.000    0.000    0.000    0.000 case.py:388(__init__)
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       21    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       19    0.000    0.000    0.000    0.000 typing.py:1019(_abc_negative_cache)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.001    0.001 adapters.py:750(MultiAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:1212(_fixupParents)
       13    0.000    0.000    0.000    0.000 argparse.py:1480(_pop_action_class)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:186(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        3    0.000    0.000    0.000    0.000 linalg.py:107(_makearray)
        2    0.000    0.000    0.000    0.000 linalg.py:135(_commonType)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
        7    0.000    0.000    0.000    0.000 connection.py:365(_send)
       40    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       22    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:728(create_module)
        4    0.000    0.000    0.001    0.000 re.py:204(split)
        3    0.000    0.000    0.001    0.000 gettext.py:506(translation)
        3    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 subprocess.py:562(Popen)
        1    0.000    0.000    0.000    0.000 modifiers.py:66(AdapterCutter)
        4    0.000    0.000    0.000    0.000 argparse.py:1484(_get_handler)
        1    0.000    0.000    0.000    0.000 datetime.py:1991(timezone)
        1    0.000    0.000    0.000    0.000 getlimits.py:237(_get_machar)
        2    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        2    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
       79    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.strerror}
       32    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        6    0.000    0.000    0.000    0.000 codecs.py:326(reset)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:984(Path)
        2    0.000    0.000    0.000    0.000 subprocess.py:1174(_get_handles)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        3    0.000    0.000    0.002    0.001 __init__.py:1446(handle)
        1    0.000    0.000    0.000    0.000 argparse.py:1054(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 datetime.py:1381(datetime)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        9    0.000    0.000    0.000    0.000 _asarray.py:14(asarray)
        4    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.003    0.003 <__array_function__ internals>:2(inv)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
       17    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       28    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 __init__.py:524(_detect_format_from_extension)
        2    0.000    0.000    0.000    0.000 pathlib.py:651(_from_parts)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        3    0.000    0.000    0.000    0.000 subprocess.py:872(poll)
        1    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
        1    0.000    0.000    0.006    0.006 tempfile.py:307(mkstemp)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adapters.py:40(EndStatistics)
        1    0.000    0.000    0.000    0.000 adapters.py:331(SingleAdapter)
        2    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1056(_open)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        7    0.000    0.000    0.000    0.000 argparse.py:835(__init__)
        5    0.000    0.000    0.000    0.000 argparse.py:2190(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1389(__new__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        5    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        3    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
        5    0.000    0.000    0.001    0.000 re.py:184(sub)
       12    0.000    0.000    0.000    0.000 weakref.py:334(__new__)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        2    0.000    0.000    0.002    0.001 threading.py:828(start)
        2    0.000    0.000    0.000    0.000 pathlib.py:385(wrapped)
       16    0.000    0.000    0.000    0.000 typing.py:1033(_abc_negative_cache_version)
        3    0.000    0.000    0.000    0.000 __init__.py:390(format)
        1    0.000    0.000    0.000    0.000 __init__.py:1161(getLogger)
       13    0.000    0.000    0.000    0.000 argparse.py:1493(_check_conflict)
        1    0.000    0.000    0.000    0.000 argparse.py:1224(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:279(_check_date_fields)
        1    0.000    0.000    0.000    0.000 numeric.py:75(zeros_like)
       13    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:38(_remove)
        3    0.000    0.000    0.001    0.000 gettext.py:572(dgettext)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        5    0.000    0.000    0.000    0.000 threading.py:1230(current_thread)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:691(__str__)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:548(formatMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:1253(Logger)
        1    0.000    0.000    0.007    0.007 align.py:2(<module>)
        4    0.000    0.000    0.000    0.000 glob.py:22(iglob)
        1    0.000    0.000    0.015    0.015 __init__.py:32(__enter__)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:337(timedelta)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:70(_wrapreduction)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
        4    0.000    0.000    0.000    0.000 core.py:3406(dtype)
        6    0.000    0.000    0.000    0.000 synchronize.py:97(__exit__)
        1    0.000    0.000    0.000    0.000 popen_fork.py:24(poll)
       16    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       11    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:822(_high_bit)
        1    0.000    0.000    0.000    0.000 typing.py:2354(TextIO)
        1    0.000    0.000    0.000    0.000 __init__.py:134(__exit__)
        2    0.000    0.000    0.000    0.000 __init__.py:137(__del__)
        2    0.000    0.000    0.000    0.000 __init__.py:330(_raise_if_error)
        1    0.000    0.000    0.000    0.000 __init__.py:248(PipedCompressionReader)
        1    0.000    0.000    0.008    0.008 linecache.py:6(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:282(splitroot)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 __init__.py:345(PairedSequenceWriter)
        1    0.000    0.000    0.000    0.000 typing.py:2340(BinaryIO)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:54(FastaReader)
        1    0.000    0.000    0.000    0.000 adapters.py:234(RemoveBeforeMatch)
        1    0.000    0.000    0.000    0.000 adapters.py:625(LinkedMatch)
        3    0.000    0.000    0.000    0.000 __init__.py:329(getMessage)
        3    0.000    0.000    0.000    0.000 __init__.py:387(usesTime)
        2    0.000    0.000    0.000    0.000 __init__.py:1268(__init__)
       35    0.000    0.000    0.000    0.000 datetime.py:262(_check_int_field)
        1    0.000    0.000    0.000    0.000 datetime.py:1034(time)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
       30    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        7    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        1    0.000    0.000    0.001    0.001 __init__.py:234(PairedSequenceReader)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        1    0.000    0.000    0.000    0.000 modifiers.py:41(PairedModifierWrapper)
        6    0.000    0.000    0.000    0.000 __init__.py:809(acquire)
        6    0.000    0.000    0.000    0.000 __init__.py:816(release)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Handler)
        1    0.000    0.000    0.000    0.000 datetime.py:659(date)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 core.py:198(<listcomp>)
        6    0.000    0.000    0.000    0.000 connection.py:138(_check_readable)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 abc.py:180(__instancecheck__)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
       19    0.000    0.000    0.000    0.000 typing.py:1263(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:418(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 readers.py:110(FastqReader)
        1    0.000    0.000    0.000    0.000 writers.py:10(FileWriter)
        1    0.000    0.000    0.000    0.000 adapters.py:144(Match)
        5    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.004    0.004 <__array_function__ internals>:2(dot)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        1    0.000    0.000    0.041    0.041 <__array_function__ internals>:2(lstsq)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        6    0.000    0.000    0.001    0.000 synchronize.py:161(__init__)
       30    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        8    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        8    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
        3    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:1076(name)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        2    0.000    0.000    0.000    0.000 pathlib.py:674(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 __init__.py:300(InterleavedSequenceReader)
        1    0.000    0.000    0.000    0.000 random.py:680(getrandbits)
        1    0.000    0.000    0.000    0.000 modifiers.py:258(PairedAdapterCutter)
        1    0.000    0.000    0.000    0.000 adapters.py:696(LinkedAdapter)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:2249(any)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linalg.py:102(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        1    0.000    0.000    0.000    0.000 core.py:6234(mvoid)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 queues.py:34(Queue)
       12    0.000    0.000    0.000    0.000 connection.py:134(_check_closed)
        9    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 popen_fork.py:13(Popen)
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       30    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       27    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        7    0.000    0.000    0.000    0.000 enum.py:337(__members__)
        4    0.000    0.000    0.000    0.000 enum.py:760(_missing_)
        1    0.000    0.000    0.000    0.000 contextlib.py:48(__call__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1153(stat)
        1    0.000    0.000    0.000    0.000 __init__.py:389(InterleavedSequenceWriter)
       34    0.000    0.000    0.000    0.000 typing.py:165(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:778(__del__)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(FileFormatError)
        1    0.000    0.000    0.000    0.000 writers.py:40(FastaWriter)
       12    0.000    0.000    0.000    0.000 process.py:35(current_process)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 adapters.py:908(MultiSuffixAdapter)
        2    0.000    0.000    0.000    0.000 __init__.py:752(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:1838(getLogger)
        9    0.000    0.000    0.000    0.000 argparse.py:2087(_parse_optional)
        1    0.000    0.000    0.001    0.001 argparse.py:2352(_get_formatter)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(empty_like)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:357(_get_scalar_type_map)
       10    0.000    0.000    0.000    0.000 case.py:1316(_deprecate)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 utils.py:2016(suppress_warnings)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 {built-in method maketrans}
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       73    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        8    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        3    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 codecs.py:275(reset)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        3    0.000    0.000    0.001    0.000 gettext.py:611(gettext)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(outer)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 pathlib.py:1331(exists)
        1    0.000    0.000    0.000    0.000 adapters.py:269(RemoveAfterMatch)
        2    0.000    0.000    0.000    0.000 __init__.py:471(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:52(Progress)
        1    0.000    0.000    0.000    0.000 argparse.py:1920(consume_positionals)
        4    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:62(<setcomp>)
        1    0.000    0.000    0.001    0.001 _methods.py:53(_any)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        1    0.000    0.000    0.000    0.000 extras.py:1472(MAxisConcatenator)
       18    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.000    0.000 synchronize.py:371(Barrier)
       18    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       11    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
        2    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 typing.py:280(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 writers.py:92(FastqWriter)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 reduction.py:244(AbstractReducer)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 adapters.py:108(AdapterStatistics)
        3    0.000    0.000    0.000    0.000 __init__.py:120(getLevelName)
        3    0.000    0.000    0.000    0.000 __init__.py:542(usesTime)
        6    0.000    0.000    0.000    0.000 __init__.py:705(filter)
        2    0.000    0.000    0.000    0.000 __init__.py:800(createLock)
        5    0.000    0.000    0.000    0.000 argparse.py:870(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:868(_StoreConstAction)
        5    0.000    0.000    0.000    0.000 argparse.py:893(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:925(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1011(__init__)
        5    0.000    0.000    0.000    0.000 argparse.py:1950(<listcomp>)
        1    0.000    0.000    0.043    0.043 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        1    0.000    0.000    0.000    0.000 six.py:96(__get__)
        2    0.000    0.000    0.000    0.000 datetime.py:1059(__new__)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1546(set_string_function)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(polyval)
        6    0.000    0.000    0.000    0.000 core.py:847(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1330(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:6624(_extrema_operation)
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        2    0.000    0.000    0.000    0.000 connection.py:130(__del__)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
